order_id,date,region,category,segment,channel,unit_price,quantity,discount,revenue,profit,year,month,quarter,profit_margin
ORD-01134,2021-11-27 21:39:08.389677,Europe,Electronics,Corporate,Online,434.57,6,0.0,2607.42,730.57,2021,11,4,0.2802
ORD-01135,2021-11-28 04:39:42.236447,North America,Electronics,Corporate,Mobile App,610.29,3,0.15,1556.25,614.54,2021,11,4,0.3949
ORD-01136,2021-11-28 11:40:16.083216,North America,Clothing,Corporate,Mobile App,182.39,4,0.05,693.08,279.95,2021,11,4,0.4039
ORD-01137,2021-11-28 18:40:49.929985,Asia-Pacific,Sports & Outdoors,Consumer,In-Store,51.1,2,0.1,91.99,38.81,2021,11,4,0.4219
ORD-01138,2021-11-29 01:41:23.776755,Europe,Home & Garden,Home Office,Online,159.44,7,0.0,1116.06,500.99,2021,11,4,0.4489
ORD-01139,2021-11-29 08:41:57.623524,North America,Electronics,Consumer,Mobile App,465.14,2,0.15,790.74,212.61,2021,11,4,0.2689
ORD-01140,2021-11-29 15:42:31.470294,Asia-Pacific,Food & Beverage,Consumer,In-Store,31.4,14,0.0,439.62,192.0,2021,11,4,0.4367
ORD-01141,2021-11-29 22:43:05.317063,Middle East & Africa,Clothing,Home Office,Online,174.17,10,0.0,1741.72,912.91,2021,11,4,0.5241
ORD-01142,2021-11-30 05:43:39.163832,Europe,Food & Beverage,Corporate,Online,66.25,1,0.15,56.32,21.77,2021,11,4,0.3865
ORD-01143,2021-11-30 12:44:13.010602,Europe,Home & Garden,Consumer,Online,87.03,6,0.1,469.97,132.54,2021,11,4,0.282
ORD-01144,2021-11-30 19:44:46.857371,Latin America,Sports & Outdoors,Corporate,Mobile App,141.45,4,0.05,537.5,148.23,2021,11,4,0.2758
ORD-01145,2021-12-01 02:45:20.704140,Middle East & Africa,Food & Beverage,Corporate,Online,50.18,8,0.1,361.32,120.87,2021,12,4,0.3345
ORD-01146,2021-12-01 09:45:54.550910,Asia-Pacific,Sports & Outdoors,Home Office,Online,74.58,1,0.0,74.58,35.48,2021,12,4,0.4757
ORD-01147,2021-12-01 16:46:28.397679,Europe,Sports & Outdoors,Home Office,In-Store,199.45,9,0.1,1615.58,530.39,2021,12,4,0.3283
ORD-01148,2021-12-01 23:47:02.244448,Europe,Sports & Outdoors,Home Office,Mobile App,117.17,6,0.0,703.01,347.5,2021,12,4,0.4943
ORD-01149,2021-12-02 06:47:36.091218,Asia-Pacific,Food & Beverage,Corporate,In-Store,70.84,14,0.15,842.94,418.01,2021,12,4,0.4959
ORD-01150,2021-12-02 13:48:09.937987,North America,Clothing,Corporate,Mobile App,70.73,2,0.05,134.39,52.03,2021,12,4,0.3872
ORD-01151,2021-12-02 20:48:43.784756,Europe,Clothing,Consumer,Online,90.41,8,0.2,578.64,196.87,2021,12,4,0.3402
ORD-01152,2021-12-03 03:49:17.631526,Asia-Pacific,Electronics,Corporate,In-Store,310.65,5,0.05,1475.61,633.48,2021,12,4,0.4293
ORD-01153,2021-12-03 10:49:51.478295,Asia-Pacific,Electronics,Home Office,Mobile App,354.13,5,0.05,1682.12,829.55,2021,12,4,0.4932
ORD-01154,2021-12-03 17:50:25.325065,Europe,Home & Garden,Home Office,Mobile App,271.96,5,0.05,1291.83,347.98,2021,12,4,0.2694
ORD-01155,2021-12-04 00:50:59.171834,Asia-Pacific,Food & Beverage,Home Office,Online,25.14,7,0.0,175.97,94.32,2021,12,4,0.536
ORD-01156,2021-12-04 07:51:33.018603,North America,Sports & Outdoors,Home Office,Online,65.69,7,0.0,459.82,204.05,2021,12,4,0.4438
ORD-01157,2021-12-04 14:52:06.865373,Europe,Electronics,Corporate,In-Store,1071.34,10,0.15,9106.39,3364.3,2021,12,4,0.3694
ORD-01158,2021-12-04 21:52:40.712142,Asia-Pacific,Electronics,Home Office,In-Store,806.31,11,0.0,8869.44,3563.79,2021,12,4,0.4018
ORD-01159,2021-12-05 04:53:14.558911,North America,Home & Garden,Consumer,Mobile App,84.22,7,0.05,560.06,204.8,2021,12,4,0.3657
ORD-01160,2021-12-05 11:53:48.405681,North America,Clothing,Corporate,In-Store,195.47,12,0.0,2345.7,876.78,2021,12,4,0.3738
ORD-01161,2021-12-05 18:54:22.252450,Middle East & Africa,Electronics,Home Office,Online,357.39,10,0.0,3573.9,1532.08,2021,12,4,0.4287
ORD-01162,2021-12-06 01:54:56.099219,North America,Sports & Outdoors,Consumer,In-Store,193.11,2,0.05,366.9,98.36,2021,12,4,0.2681
ORD-01163,2021-12-06 08:55:29.945989,North America,Home & Garden,Home Office,In-Store,68.36,8,0.15,464.88,140.68,2021,12,4,0.3026
ORD-01164,2021-12-06 15:56:03.792758,Middle East & Africa,Clothing,Corporate,Mobile App,139.93,1,0.05,132.93,42.29,2021,12,4,0.3181
ORD-01165,2021-12-06 22:56:37.639527,Asia-Pacific,Home & Garden,Corporate,Online,191.21,13,0.0,2485.72,925.32,2021,12,4,0.3723
ORD-01166,2021-12-07 05:57:11.486297,Asia-Pacific,Home & Garden,Consumer,Mobile App,109.92,14,0.0,1538.89,556.03,2021,12,4,0.3613
ORD-01167,2021-12-07 12:57:45.333066,Latin America,Home & Garden,Corporate,Online,214.36,2,0.15,364.4,170.05,2021,12,4,0.4667
ORD-01168,2021-12-07 19:58:19.179835,North America,Home & Garden,Consumer,Online,208.09,11,0.1,2060.12,675.21,2021,12,4,0.3278
ORD-01169,2021-12-08 02:58:53.026605,Asia-Pacific,Electronics,Home Office,Mobile App,943.52,7,0.2,5283.69,1411.39,2021,12,4,0.2671
ORD-01170,2021-12-08 09:59:26.873374,Europe,Food & Beverage,Corporate,In-Store,78.81,4,0.0,315.24,84.05,2021,12,4,0.2666
ORD-01171,2021-12-08 17:00:00.720144,Asia-Pacific,Electronics,Home Office,Mobile App,684.09,11,0.2,6020.03,1525.44,2021,12,4,0.2534
ORD-01172,2021-12-09 00:00:34.566913,Europe,Electronics,Home Office,In-Store,666.27,10,0.15,5663.26,1480.42,2021,12,4,0.2614
ORD-01173,2021-12-09 07:01:08.413682,Europe,Sports & Outdoors,Corporate,Mobile App,165.6,10,0.15,1407.63,714.51,2021,12,4,0.5076
ORD-01174,2021-12-09 14:01:42.260452,Europe,Food & Beverage,Home Office,Mobile App,68.54,9,0.0,616.9,283.26,2021,12,4,0.4592
ORD-01175,2021-12-09 21:02:16.107221,Europe,Home & Garden,Consumer,In-Store,145.48,11,0.1,1440.26,790.38,2021,12,4,0.5488
ORD-01176,2021-12-10 04:02:49.953990,Asia-Pacific,Home & Garden,Consumer,In-Store,181.11,9,0.05,1548.53,396.57,2021,12,4,0.2561
ORD-01177,2021-12-10 11:03:23.800760,Europe,Sports & Outdoors,Consumer,In-Store,158.67,14,0.05,2110.31,1065.07,2021,12,4,0.5047
ORD-01178,2021-12-10 18:03:57.647529,Asia-Pacific,Sports & Outdoors,Corporate,Mobile App,235.29,3,0.05,670.58,307.67,2021,12,4,0.4588
ORD-01179,2021-12-11 01:04:31.494298,Europe,Food & Beverage,Home Office,In-Store,58.64,13,0.1,686.09,303.32,2021,12,4,0.4421
ORD-01180,2021-12-11 08:05:05.341068,Europe,Clothing,Home Office,In-Store,75.87,14,0.25,796.63,284.36,2021,12,4,0.357
ORD-01181,2021-12-11 15:05:39.187837,Asia-Pacific,Electronics,Home Office,In-Store,754.19,13,0.1,8824.03,3203.28,2021,12,4,0.363
ORD-01182,2021-12-11 22:06:13.034606,Asia-Pacific,Clothing,Home Office,Online,171.12,3,0.1,462.02,232.7,2021,12,4,0.5037
ORD-01183,2021-12-12 05:06:46.881376,Asia-Pacific,Clothing,Consumer,In-Store,177.18,9,0.1,1435.2,666.0,2021,12,4,0.464
ORD-01184,2021-12-12 12:07:20.728145,Latin America,Food & Beverage,Corporate,In-Store,73.52,13,0.1,860.16,388.01,2021,12,4,0.4511
ORD-01185,2021-12-12 19:07:54.574914,Asia-Pacific,Food & Beverage,Consumer,In-Store,79.67,10,0.0,796.75,206.51,2021,12,4,0.2592
ORD-01186,2021-12-13 02:08:28.421684,Europe,Sports & Outdoors,Consumer,Online,111.11,12,0.0,1333.27,407.04,2021,12,4,0.3053
ORD-01187,2021-12-13 09:09:02.268453,Asia-Pacific,Home & Garden,Corporate,Online,181.82,8,0.15,1236.36,666.14,2021,12,4,0.5388
ORD-01188,2021-12-13 16:09:36.115223,Latin America,Food & Beverage,Corporate,In-Store,72.07,1,0.0,72.07,27.84,2021,12,4,0.3863
ORD-01189,2021-12-13 23:10:09.961992,Europe,Clothing,Consumer,In-Store,82.31,6,0.1,444.48,215.31,2021,12,4,0.4844
ORD-01190,2021-12-14 06:10:43.808761,Asia-Pacific,Electronics,Home Office,In-Store,559.42,7,0.15,3328.57,1220.91,2021,12,4,0.3668
ORD-01191,2021-12-14 13:11:17.655531,Asia-Pacific,Clothing,Corporate,In-Store,172.98,14,0.05,2300.7,1102.72,2021,12,4,0.4793
ORD-01192,2021-12-14 20:11:51.502300,Europe,Home & Garden,Corporate,Online,244.82,11,0.2,2154.42,615.66,2021,12,4,0.2858
ORD-01193,2021-12-15 03:12:25.349069,North America,Electronics,Consumer,In-Store,1099.08,14,0.05,14617.76,3839.19,2021,12,4,0.2626
ORD-01194,2021-12-15 10:12:59.195839,Europe,Home & Garden,Home Office,Online,299.03,8,0.0,2392.27,932.63,2021,12,4,0.3899
ORD-01195,2021-12-15 17:13:33.042608,Middle East & Africa,Food & Beverage,Corporate,Mobile App,34.35,12,0.0,412.23,176.23,2021,12,4,0.4275
ORD-01196,2021-12-16 00:14:06.889377,Asia-Pacific,Electronics,Consumer,Online,1035.4,12,0.2,9939.89,3450.24,2021,12,4,0.3471
ORD-01197,2021-12-16 07:14:40.736147,Europe,Clothing,Corporate,Mobile App,55.12,2,0.25,82.68,38.43,2021,12,4,0.4648
ORD-01198,2021-12-16 14:15:14.582916,Latin America,Food & Beverage,Home Office,Online,67.19,14,0.05,893.57,356.31,2021,12,4,0.3987
ORD-01199,2021-12-16 21:15:48.429685,Europe,Clothing,Consumer,Online,75.22,1,0.0,75.22,39.75,2021,12,4,0.5284
ORD-01200,2021-12-17 04:16:22.276455,Europe,Home & Garden,Consumer,Online,132.07,4,0.0,528.3,145.55,2021,12,4,0.2755
ORD-01201,2021-12-17 11:16:56.123224,Asia-Pacific,Home & Garden,Home Office,In-Store,287.12,1,0.05,272.76,73.64,2021,12,4,0.27
ORD-01202,2021-12-17 18:17:29.969994,Asia-Pacific,Food & Beverage,Consumer,Online,35.92,2,0.05,68.25,35.59,2021,12,4,0.5215
ORD-01203,2021-12-18 01:18:03.816763,North America,Home & Garden,Home Office,In-Store,221.56,3,0.1,598.22,269.64,2021,12,4,0.4507
ORD-01204,2021-12-18 08:18:37.663532,Europe,Food & Beverage,Consumer,Online,29.97,4,0.15,101.89,45.99,2021,12,4,0.4514
ORD-01205,2021-12-18 15:19:11.510302,Europe,Sports & Outdoors,Home Office,Online,65.24,12,0.1,704.64,181.98,2021,12,4,0.2583
ORD-01206,2021-12-18 22:19:45.357071,Europe,Electronics,Corporate,Mobile App,530.39,12,0.0,6364.62,3381.54,2021,12,4,0.5313
ORD-01207,2021-12-19 05:20:19.203840,Europe,Home & Garden,Corporate,Online,209.81,6,0.0,1258.84,606.19,2021,12,4,0.4815
ORD-01208,2021-12-19 12:20:53.050610,Europe,Clothing,Corporate,In-Store,79.67,8,0.15,541.76,259.66,2021,12,4,0.4793
ORD-01209,2021-12-19 19:21:26.897379,North America,Clothing,Consumer,Mobile App,88.03,9,0.1,713.02,373.32,2021,12,4,0.5236
ORD-01210,2021-12-20 02:22:00.744148,Europe,Electronics,Home Office,Mobile App,862.86,4,0.0,3451.43,1461.49,2021,12,4,0.4234
ORD-01211,2021-12-20 09:22:34.590918,North America,Food & Beverage,Home Office,Online,24.7,1,0.0,24.7,9.1,2021,12,4,0.3684
ORD-01212,2021-12-20 16:23:08.437687,Europe,Electronics,Corporate,Online,627.21,14,0.15,7463.85,2942.28,2021,12,4,0.3942
ORD-01213,2021-12-20 23:23:42.284456,Latin America,Electronics,Corporate,Mobile App,1072.56,5,0.0,5362.81,2591.16,2021,12,4,0.4832
ORD-01214,2021-12-21 06:24:16.131226,Asia-Pacific,Sports & Outdoors,Corporate,In-Store,122.92,5,0.1,553.16,265.86,2021,12,4,0.4806
ORD-01215,2021-12-21 13:24:49.977995,Europe,Home & Garden,Home Office,Online,164.21,9,0.05,1403.98,607.75,2021,12,4,0.4329
ORD-01216,2021-12-21 20:25:23.824764,North America,Home & Garden,Corporate,Mobile App,237.17,6,0.0,1423.01,448.85,2021,12,4,0.3154
ORD-01217,2021-12-22 03:25:57.671534,North America,Home & Garden,Consumer,In-Store,246.96,5,0.1,1111.33,550.85,2021,12,4,0.4957
ORD-01218,2021-12-22 10:26:31.518303,Europe,Sports & Outdoors,Corporate,Online,193.73,10,0.0,1937.25,860.47,2021,12,4,0.4442
ORD-01219,2021-12-22 17:27:05.365073,North America,Food & Beverage,Corporate,Mobile App,87.35,10,0.0,873.51,276.36,2021,12,4,0.3164
ORD-01220,2021-12-23 00:27:39.211842,Europe,Electronics,Home Office,Mobile App,289.31,5,0.0,1446.53,570.21,2021,12,4,0.3942
ORD-01221,2021-12-23 07:28:13.058611,North America,Sports & Outdoors,Consumer,Online,234.13,8,0.1,1685.72,925.73,2021,12,4,0.5492
ORD-01222,2021-12-23 14:28:46.905381,Asia-Pacific,Home & Garden,Home Office,In-Store,288.05,11,0.15,2693.23,938.63,2021,12,4,0.3485
ORD-01223,2021-12-23 21:29:20.752150,Europe,Clothing,Consumer,In-Store,176.34,1,0.0,176.34,50.25,2021,12,4,0.285
ORD-01224,2021-12-24 04:29:54.598919,North America,Food & Beverage,Consumer,Mobile App,49.29,5,0.15,209.48,53.73,2021,12,4,0.2565
ORD-01225,2021-12-24 11:30:28.445689,Asia-Pacific,Clothing,Corporate,In-Store,179.34,1,0.0,179.34,54.77,2021,12,4,0.3054
ORD-01226,2021-12-24 18:31:02.292458,North America,Sports & Outdoors,Corporate,Mobile App,89.46,7,0.05,594.9,182.09,2021,12,4,0.3061
ORD-01227,2021-12-25 01:31:36.139227,North America,Clothing,Home Office,Online,166.66,14,0.05,2216.64,1124.77,2021,12,4,0.5074
ORD-01228,2021-12-25 08:32:09.985997,Europe,Sports & Outdoors,Home Office,In-Store,82.7,7,0.1,520.98,154.65,2021,12,4,0.2968
ORD-01229,2021-12-25 15:32:43.832766,Europe,Sports & Outdoors,Home Office,Online,202.42,13,0.0,2631.44,1338.86,2021,12,4,0.5088
ORD-01230,2021-12-25 22:33:17.679535,Asia-Pacific,Food & Beverage,Consumer,Mobile App,60.52,10,0.0,605.17,167.04,2021,12,4,0.276
ORD-01231,2021-12-26 05:33:51.526305,North America,Food & Beverage,Home Office,Online,24.36,8,0.05,185.15,96.65,2021,12,4,0.522
ORD-01232,2021-12-26 12:34:25.373074,Europe,Clothing,Consumer,In-Store,183.25,14,0.0,2565.52,838.68,2021,12,4,0.3269
ORD-01233,2021-12-26 19:34:59.219843,North America,Electronics,Consumer,Online,745.16,7,0.15,4433.71,1921.79,2021,12,4,0.4334
ORD-01234,2021-12-27 02:35:33.066613,North America,Electronics,Consumer,In-Store,815.62,11,0.0,8971.86,2672.88,2021,12,4,0.2979
ORD-01235,2021-12-27 09:36:06.913382,Latin America,Home & Garden,Consumer,In-Store,128.04,9,0.05,1094.76,401.8,2021,12,4,0.367
ORD-01236,2021-12-27 16:36:40.760152,Asia-Pacific,Food & Beverage,Consumer,In-Store,78.51,8,0.05,596.71,164.53,2021,12,4,0.2757
ORD-01237,2021-12-27 23:37:14.606921,North America,Electronics,Corporate,In-Store,715.68,8,0.05,5439.17,2305.44,2021,12,4,0.4239
ORD-01238,2021-12-28 06:37:48.453690,Europe,Clothing,Consumer,In-Store,107.38,3,0.15,273.82,96.87,2021,12,4,0.3538
ORD-01239,2021-12-28 13:38:22.300460,North America,Sports & Outdoors,Consumer,Mobile App,149.01,10,0.05,1415.63,715.81,2021,12,4,0.5056
ORD-01240,2021-12-28 20:38:56.147229,Latin America,Clothing,Corporate,Online,152.53,4,0.0,610.12,185.81,2021,12,4,0.3045
ORD-01241,2021-12-29 03:39:29.993998,North America,Sports & Outdoors,Corporate,Mobile App,179.56,4,0.1,646.41,215.9,2021,12,4,0.334
ORD-01242,2021-12-29 10:40:03.840768,North America,Clothing,Corporate,Online,97.21,1,0.0,97.21,29.47,2021,12,4,0.3032
ORD-01243,2021-12-29 17:40:37.687537,Europe,Food & Beverage,Home Office,Online,44.47,6,0.1,240.13,100.65,2021,12,4,0.4191
ORD-01244,2021-12-30 00:41:11.534306,Europe,Electronics,Home Office,Online,731.01,2,0.15,1242.72,352.34,2021,12,4,0.2835
ORD-01245,2021-12-30 07:41:45.381076,Europe,Food & Beverage,Consumer,Mobile App,82.21,9,0.0,739.88,227.0,2021,12,4,0.3068
ORD-01246,2021-12-30 14:42:19.227845,North America,Food & Beverage,Consumer,In-Store,69.68,14,0.05,926.75,420.32,2021,12,4,0.4535
ORD-01247,2021-12-30 21:42:53.074614,North America,Electronics,Consumer,In-Store,576.37,1,0.0,576.37,156.96,2021,12,4,0.2723
ORD-01248,2021-12-31 04:43:26.921384,Europe,Food & Beverage,Consumer,Mobile App,41.09,1,0.15,34.93,16.52,2021,12,4,0.4729
ORD-01249,2021-12-31 11:44:00.768153,North America,Food & Beverage,Corporate,In-Store,54.15,11,0.1,536.13,150.81,2021,12,4,0.2813
ORD-01250,2021-12-31 18:44:34.614922,Latin America,Home & Garden,Home Office,Online,268.8,13,0.0,3494.37,1487.37,2021,12,4,0.4256
ORD-01251,2022-01-01 01:45:08.461692,North America,Home & Garden,Corporate,In-Store,62.08,10,0.0,620.83,341.05,2022,1,1,0.5493
ORD-01252,2022-01-01 08:45:42.308461,Europe,Clothing,Home Office,In-Store,153.68,11,0.1,1521.41,459.72,2022,1,1,0.3022
ORD-01253,2022-01-01 15:46:16.155231,Asia-Pacific,Food & Beverage,Corporate,In-Store,38.12,6,0.0,228.7,75.09,2022,1,1,0.3283
ORD-01254,2022-01-01 22:46:50.002000,North America,Sports & Outdoors,Consumer,Online,87.1,13,0.0,1132.24,588.23,2022,1,1,0.5195
ORD-01255,2022-01-02 05:47:23.848769,Europe,Sports & Outdoors,Home Office,In-Store,49.81,1,0.05,47.32,20.72,2022,1,1,0.4379
ORD-01256,2022-01-02 12:47:57.695539,Asia-Pacific,Sports & Outdoors,Consumer,In-Store,217.85,12,0.1,2352.8,935.85,2022,1,1,0.3978
ORD-01257,2022-01-02 19:48:31.542308,North America,Clothing,Home Office,In-Store,185.96,3,0.0,557.88,233.65,2022,1,1,0.4188
ORD-01258,2022-01-03 02:49:05.389077,Latin America,Home & Garden,Home Office,Mobile App,74.74,10,0.0,747.4,253.11,2022,1,1,0.3387
ORD-01259,2022-01-03 09:49:39.235847,Europe,Food & Beverage,Consumer,Mobile App,54.03,2,0.15,91.85,46.53,2022,1,1,0.5066
ORD-01260,2022-01-03 16:50:13.082616,North America,Electronics,Consumer,In-Store,362.32,13,0.0,4710.12,2230.62,2022,1,1,0.4736
ORD-01261,2022-01-03 23:50:46.929385,Europe,Home & Garden,Consumer,Mobile App,242.09,11,0.05,2529.79,1120.04,2022,1,1,0.4427
ORD-01262,2022-01-04 06:51:20.776155,North America,Home & Garden,Corporate,Mobile App,219.69,9,0.1,1779.52,942.3,2022,1,1,0.5295
ORD-01263,2022-01-04 13:51:54.622924,Asia-Pacific,Electronics,Home Office,Online,492.42,5,0.0,2462.09,1042.53,2022,1,1,0.4234
ORD-01264,2022-01-04 20:52:28.469693,Asia-Pacific,Electronics,Home Office,Mobile App,330.26,6,0.1,1783.43,719.73,2022,1,1,0.4036
ORD-01265,2022-01-05 03:53:02.316463,Asia-Pacific,Home & Garden,Home Office,Mobile App,259.49,2,0.05,493.04,267.58,2022,1,1,0.5427
ORD-01266,2022-01-05 10:53:36.163232,Middle East & Africa,Electronics,Consumer,In-Store,831.83,8,0.05,6321.89,1971.19,2022,1,1,0.3118
ORD-01267,2022-01-05 17:54:10.010002,Asia-Pacific,Electronics,Home Office,Online,231.14,6,0.05,1317.49,385.48,2022,1,1,0.2926
ORD-01268,2022-01-06 00:54:43.856771,Europe,Clothing,Home Office,Online,140.46,11,0.15,1313.3,392.26,2022,1,1,0.2987
ORD-01269,2022-01-06 07:55:17.703540,North America,Electronics,Consumer,Online,954.27,12,0.1,10306.08,5635.7,2022,1,1,0.5468
ORD-01270,2022-01-06 14:55:51.550310,Europe,Sports & Outdoors,Consumer,Mobile App,159.75,8,0.0,1277.97,569.56,2022,1,1,0.4457
ORD-01271,2022-01-06 21:56:25.397079,North America,Food & Beverage,Home Office,In-Store,47.23,8,0.0,377.84,129.14,2022,1,1,0.3418
ORD-01272,2022-01-07 04:56:59.243848,Asia-Pacific,Food & Beverage,Corporate,Online,58.37,14,0.0,817.24,265.35,2022,1,1,0.3247
ORD-01273,2022-01-07 11:57:33.090618,Europe,Sports & Outdoors,Consumer,Online,165.25,1,0.2,132.2,35.3,2022,1,1,0.267
ORD-01274,2022-01-07 18:58:06.937387,North America,Food & Beverage,Corporate,Mobile App,62.3,7,0.2,348.89,101.03,2022,1,1,0.2896
ORD-01275,2022-01-08 01:58:40.784156,North America,Clothing,Corporate,Online,194.73,2,0.0,389.45,203.47,2022,1,1,0.5225
ORD-01276,2022-01-08 08:59:14.630926,Europe,Home & Garden,Corporate,In-Store,102.88,11,0.05,1075.05,509.79,2022,1,1,0.4742
ORD-01277,2022-01-08 15:59:48.477695,Europe,Clothing,Corporate,Online,139.69,8,0.0,1117.56,595.06,2022,1,1,0.5325
ORD-01278,2022-01-08 23:00:22.324464,Europe,Clothing,Consumer,In-Store,70.08,12,0.2,672.76,253.71,2022,1,1,0.3771
ORD-01279,2022-01-09 06:00:56.171234,Europe,Home & Garden,Home Office,In-Store,110.39,2,0.0,220.78,95.02,2022,1,1,0.4304
ORD-01280,2022-01-09 13:01:30.018003,Europe,Home & Garden,Home Office,In-Store,220.62,4,0.05,838.36,331.24,2022,1,1,0.3951
ORD-01281,2022-01-09 20:02:03.864772,Asia-Pacific,Home & Garden,Consumer,Mobile App,279.83,2,0.0,559.66,287.9,2022,1,1,0.5144
ORD-01282,2022-01-10 03:02:37.711542,North America,Sports & Outdoors,Consumer,Mobile App,77.72,13,0.0,1010.34,553.07,2022,1,1,0.5474
ORD-01283,2022-01-10 10:03:11.558311,North America,Home & Garden,Corporate,In-Store,290.99,7,0.0,2036.94,1079.24,2022,1,1,0.5298
ORD-01284,2022-01-10 17:03:45.405081,Europe,Home & Garden,Corporate,In-Store,136.65,5,0.05,649.08,278.73,2022,1,1,0.4294
ORD-01285,2022-01-11 00:04:19.251850,Europe,Sports & Outdoors,Consumer,Online,121.85,13,0.05,1504.84,404.11,2022,1,1,0.2685
ORD-01286,2022-01-11 07:04:53.098619,North America,Electronics,Home Office,Online,363.31,11,0.0,3996.44,1739.48,2022,1,1,0.4353
ORD-01287,2022-01-11 14:05:26.945389,Europe,Clothing,Corporate,Online,138.53,13,0.0,1800.94,502.67,2022,1,1,0.2791
ORD-01288,2022-01-11 21:06:00.792158,North America,Home & Garden,Consumer,Mobile App,203.14,11,0.05,2122.82,619.11,2022,1,1,0.2916
ORD-01289,2022-01-12 04:06:34.638927,Europe,Food & Beverage,Consumer,Online,48.46,9,0.15,370.71,113.96,2022,1,1,0.3074
ORD-01290,2022-01-12 11:07:08.485697,Europe,Electronics,Consumer,In-Store,653.48,5,0.1,2940.67,1055.84,2022,1,1,0.359
ORD-01291,2022-01-12 18:07:42.332466,Europe,Clothing,Corporate,In-Store,139.68,11,0.1,1382.79,591.19,2022,1,1,0.4275
ORD-01292,2022-01-13 01:08:16.179235,Asia-Pacific,Clothing,Consumer,Mobile App,133.36,8,0.0,1066.88,373.48,2022,1,1,0.3501
ORD-01293,2022-01-13 08:08:50.026005,North America,Food & Beverage,Home Office,Mobile App,43.7,2,0.1,78.66,30.34,2022,1,1,0.3857
ORD-01294,2022-01-13 15:09:23.872774,Middle East & Africa,Home & Garden,Consumer,Online,272.19,3,0.05,775.73,204.94,2022,1,1,0.2642
ORD-01295,2022-01-13 22:09:57.719543,Europe,Sports & Outdoors,Corporate,Mobile App,174.36,6,0.0,1046.13,456.04,2022,1,1,0.4359
ORD-01296,2022-01-14 05:10:31.566313,Europe,Home & Garden,Home Office,In-Store,109.3,11,0.05,1142.16,510.67,2022,1,1,0.4471
ORD-01297,2022-01-14 12:11:05.413082,Asia-Pacific,Home & Garden,Home Office,In-Store,136.78,7,0.0,957.44,267.91,2022,1,1,0.2798
ORD-01298,2022-01-14 19:11:39.259851,Asia-Pacific,Food & Beverage,Consumer,Mobile App,72.65,14,0.0,1017.12,493.85,2022,1,1,0.4855
ORD-01299,2022-01-15 02:12:13.106621,Europe,Clothing,Consumer,In-Store,56.72,10,0.0,567.24,251.99,2022,1,1,0.4442
ORD-01300,2022-01-15 09:12:46.953390,Europe,Clothing,Home Office,Mobile App,160.04,8,0.0,1280.3,508.18,2022,1,1,0.3969
ORD-01301,2022-01-15 16:13:20.800160,North America,Food & Beverage,Consumer,In-Store,42.62,3,0.0,127.86,53.17,2022,1,1,0.4158
ORD-01302,2022-01-15 23:13:54.646929,North America,Electronics,Corporate,Online,721.52,7,0.1,4545.59,1822.39,2022,1,1,0.4009
ORD-01303,2022-01-16 06:14:28.493698,Europe,Food & Beverage,Home Office,Mobile App,37.14,8,0.05,282.26,75.12,2022,1,1,0.2661
ORD-01304,2022-01-16 13:15:02.340468,North America,Food & Beverage,Consumer,Mobile App,86.55,10,0.15,735.69,346.18,2022,1,1,0.4706
ORD-01305,2022-01-16 20:15:36.187237,Europe,Clothing,Home Office,Mobile App,184.93,6,0.0,1109.61,447.78,2022,1,1,0.4035
ORD-01306,2022-01-17 03:16:10.034006,North America,Sports & Outdoors,Consumer,In-Store,223.91,4,0.0,895.62,270.34,2022,1,1,0.3018
ORD-01307,2022-01-17 10:16:43.880776,Asia-Pacific,Food & Beverage,Consumer,Online,30.43,13,0.2,316.52,143.77,2022,1,1,0.4542
ORD-01308,2022-01-17 17:17:17.727545,Latin America,Electronics,Corporate,Mobile App,982.52,6,0.05,5600.37,2567.88,2022,1,1,0.4585
ORD-01309,2022-01-18 00:17:51.574314,Latin America,Food & Beverage,Consumer,In-Store,54.98,9,0.15,420.58,132.08,2022,1,1,0.314
ORD-01310,2022-01-18 07:18:25.421084,Europe,Home & Garden,Consumer,Mobile App,229.89,3,0.05,655.18,320.35,2022,1,1,0.4889
ORD-01311,2022-01-18 14:18:59.267853,Asia-Pacific,Clothing,Consumer,In-Store,74.8,2,0.05,142.12,54.99,2022,1,1,0.3869
ORD-01312,2022-01-18 21:19:33.114622,Latin America,Electronics,Corporate,Online,865.79,5,0.0,4328.93,1316.79,2022,1,1,0.3042
ORD-01313,2022-01-19 04:20:06.961392,Europe,Food & Beverage,Consumer,In-Store,81.5,7,0.15,484.92,216.9,2022,1,1,0.4473
ORD-01314,2022-01-19 11:20:40.808161,North America,Sports & Outdoors,Consumer,In-Store,98.32,3,0.0,294.96,126.54,2022,1,1,0.429
ORD-01315,2022-01-19 18:21:14.654930,Latin America,Food & Beverage,Consumer,Mobile App,33.84,5,0.0,169.18,50.94,2022,1,1,0.3011
ORD-01316,2022-01-20 01:21:48.501700,Europe,Sports & Outdoors,Home Office,In-Store,67.34,4,0.1,242.42,124.05,2022,1,1,0.5117
ORD-01317,2022-01-20 08:22:22.348469,Europe,Home & Garden,Corporate,Mobile App,124.03,11,0.05,1296.15,656.32,2022,1,1,0.5064
ORD-01318,2022-01-20 15:22:56.195239,North America,Electronics,Home Office,In-Store,707.21,7,0.15,4207.92,2107.64,2022,1,1,0.5009
