order_id,date,region,category,segment,channel,unit_price,quantity,discount,revenue,profit,profit_margin,discount_pct,margin_pct
ORD-02673,2023-02-20 09:07:18.567713,North America,Electronics,Home Office,Online,298.7,9,0.0,2688.33,718.48,0.2673,0.0,26.73
ORD-00562,2021-06-13 20:16:28.037607,Middle East & Africa,Clothing,Consumer,In-Store,143.69,13,0.25,1400.96,499.84,0.3568,25.0,35.68
ORD-02779,2023-03-23 08:07:06.325265,Asia-Pacific,Electronics,Home Office,In-Store,409.79,13,0.1,4794.51,2205.95,0.4601,10.0,46.01
ORD-02949,2023-05-11 23:43:00.276055,North America,Clothing,Consumer,Mobile App,88.77,10,0.05,843.28,260.79,0.3093,5.0,30.93
ORD-02818,2023-04-03 17:29:06.349269,Latin America,Sports & Outdoors,Home Office,Online,182.45,4,0.0,729.81,376.32,0.5156,0.0,51.56
ORD-02759,2023-03-17 11:55:49.389877,Europe,Clothing,Consumer,In-Store,127.33,13,0.05,1572.56,625.92,0.398,5.0,39.8
ORD-01757,2022-05-28 20:30:34.926985,Middle East & Africa,Food & Beverage,Consumer,In-Store,26.94,6,0.1,145.46,39.37,0.2707,10.0,27.07
ORD-00725,2021-07-31 10:48:25.061012,North America,Electronics,Consumer,In-Store,371.9,11,0.1,3681.79,1276.86,0.3468,10.0,34.68
ORD-00220,2021-03-05 23:03:32.442488,North America,Sports & Outdoors,Home Office,In-Store,73.96,4,0.05,281.06,80.44,0.2862,5.0,28.62
ORD-04140,2024-04-23 19:54:51.778355,Asia-Pacific,Clothing,Consumer,Mobile App,94.29,14,0.0,1320.1,441.94,0.3348,0.0,33.48
ORD-03958,2024-03-01 16:12:11.666333,Latin America,Electronics,Consumer,Online,1066.9,11,0.0,11735.93,5531.35,0.4713,0.0,47.13
ORD-01589,2022-04-09 18:55:48.669733,Europe,Sports & Outdoors,Corporate,In-Store,119.52,5,0.05,567.7,221.28,0.3898,5.0,38.98
ORD-03348,2023-09-05 12:28:05.137027,North America,Food & Beverage,Home Office,Online,21.7,9,0.1,175.77,61.71,0.3511,10.0,35.11
ORD-03971,2024-03-05 11:19:31.674334,Asia-Pacific,Sports & Outdoors,Corporate,Online,227.71,1,0.1,204.94,72.37,0.3531,10.0,35.31
ORD-04708,2024-10-06 17:15:16.743348,Asia-Pacific,Sports & Outdoors,Consumer,In-Store,60.1,7,0.0,420.68,180.31,0.4286,0.0,42.86
ORD-00044,2021-01-13 13:24:15.411082,Europe,Home & Garden,Home Office,Online,107.39,3,0.0,322.17,157.03,0.4874,0.0,48.74
ORD-03002,2023-05-27 11:12:54.154830,North America,Electronics,Consumer,In-Store,389.93,11,0.0,4289.2,1250.42,0.2915,0.0,29.15
ORD-00211,2021-03-03 07:58:27.821564,North America,Clothing,Corporate,Mobile App,137.1,2,0.15,233.07,77.13,0.3309,15.0,33.09
ORD-00678,2021-07-17 17:21:54.262852,Europe,Food & Beverage,Corporate,Mobile App,51.14,3,0.0,153.42,49.42,0.3221,0.0,32.21
ORD-00355,2021-04-14 09:19:41.756351,North America,Food & Beverage,Home Office,Mobile App,39.16,6,0.15,199.72,59.1,0.2959,15.0,29.59
ORD-01434,2022-02-23 12:28:22.420484,Europe,Clothing,Corporate,Mobile App,66.69,6,0.0,400.14,215.54,0.5387,0.0,53.87
ORD-00950,2021-10-05 03:55:20.584116,Asia-Pacific,Electronics,Home Office,Mobile App,932.8,7,0.05,6203.11,2908.47,0.4689,5.0,46.89
ORD-02844,2023-04-11 07:43:46.365273,Europe,Food & Beverage,Corporate,Mobile App,17.63,5,0.0,88.17,36.39,0.4127,0.0,41.27
ORD-00578,2021-06-18 12:25:29.585917,Europe,Home & Garden,Consumer,Online,295.97,3,0.0,887.9,433.23,0.4879,0.0,48.79
ORD-03929,2024-02-22 04:55:50.110022,Asia-Pacific,Food & Beverage,Corporate,In-Store,46.17,11,0.1,457.12,185.7,0.4062,10.0,40.62
ORD-00545,2021-06-08 21:06:52.642528,Middle East & Africa,Clothing,Home Office,In-Store,181.66,11,0.1,1798.46,524.43,0.2916,10.0,29.16
ORD-00368,2021-04-18 04:27:01.764352,Europe,Food & Beverage,Home Office,In-Store,29.89,11,0.0,328.75,174.57,0.531,0.0,53.1
ORD-01613,2022-04-16 19:09:20.992198,Asia-Pacific,Food & Beverage,Consumer,Mobile App,30.63,6,0.0,183.75,74.7,0.4065,0.0,40.65
ORD-03551,2023-11-03 19:22:36.031206,North America,Sports & Outdoors,Corporate,In-Store,78.13,9,0.05,668.02,310.37,0.4646,5.0,46.46
ORD-03717,2023-12-22 06:56:14.594918,Asia-Pacific,Clothing,Corporate,Mobile App,64.81,9,0.15,495.76,175.86,0.3547,15.0,35.47
ORD-03780,2024-01-09 16:31:46.941388,Middle East & Africa,Home & Garden,Home Office,Mobile App,283.04,11,0.0,3113.49,895.39,0.2876,0.0,28.76
ORD-00136,2021-02-09 10:16:09.313862,Europe,Food & Beverage,Consumer,In-Store,63.84,7,0.1,402.2,159.47,0.3965,10.0,39.65
ORD-04481,2024-08-01 10:07:13.526705,Asia-Pacific,Food & Beverage,Home Office,Mobile App,48.74,13,0.0,633.58,249.42,0.3937,0.0,39.37
ORD-01438,2022-02-24 16:30:37.807561,Asia-Pacific,Food & Beverage,Consumer,Online,61.07,4,0.15,207.64,72.37,0.3485,15.0,34.85
ORD-00048,2021-01-14 17:26:30.798159,North America,Food & Beverage,Home Office,Mobile App,63.67,4,0.0,254.69,94.14,0.3696,0.0,36.96
ORD-01361,2022-02-02 04:47:11.606321,North America,Sports & Outdoors,Home Office,Mobile App,134.77,6,0.2,646.91,204.27,0.3158,20.0,31.58
ORD-00735,2021-08-03 08:54:03.528705,North America,Electronics,Consumer,In-Store,905.09,9,0.0,8145.85,2650.55,0.3254,0.0,32.54
ORD-01535,2022-03-25 00:25:20.944188,North America,Sports & Outdoors,Corporate,In-Store,73.29,12,0.2,703.54,201.93,0.287,20.0,28.7
ORD-02005,2022-08-09 06:50:28.925785,Europe,Electronics,Consumer,Online,292.1,9,0.0,2628.87,1440.7,0.548,0.0,54.8
ORD-03796,2024-01-14 08:40:48.489697,Europe,Home & Garden,Corporate,Mobile App,178.33,5,0.0,891.66,342.11,0.3837,0.0,38.37
ORD-02520,2023-01-06 16:41:00.012002,North America,Home & Garden,Consumer,Mobile App,284.3,4,0.0,1137.19,526.88,0.4633,0.0,46.33
ORD-01973,2022-07-30 22:32:25.829165,Asia-Pacific,Clothing,Corporate,Online,120.23,5,0.0,601.13,318.71,0.5302,0.0,53.02
ORD-00997,2021-10-18 21:21:51.382276,North America,Clothing,Consumer,Mobile App,85.09,3,0.0,255.26,75.66,0.2964,0.0,29.64
ORD-00062,2021-01-18 19:34:24.652930,North America,Clothing,Corporate,Online,70.91,4,0.15,241.08,80.37,0.3334,15.0,33.34
ORD-01109,2021-11-20 14:25:02.220444,Middle East & Africa,Food & Beverage,Corporate,In-Store,41.62,3,0.0,124.86,34.04,0.2726,0.0,27.26
ORD-02406,2022-12-04 09:36:41.480296,North America,Clothing,Corporate,Mobile App,121.11,14,0.15,1441.21,500.77,0.3475,15.0,34.75
ORD-00096,2021-01-28 17:53:35.443088,North America,Food & Beverage,Corporate,Online,49.53,4,0.0,198.11,94.23,0.4756,0.0,47.56
ORD-00479,2021-05-20 14:29:38.755751,Asia-Pacific,Electronics,Corporate,Online,812.87,3,0.0,2438.6,1162.46,0.4767,0.0,47.67
ORD-04360,2024-06-27 01:58:58.067613,Asia-Pacific,Home & Garden,Home Office,In-Store,76.18,7,0.05,506.62,126.95,0.2506,5.0,25.06
ORD-04113,2024-04-15 22:39:37.915583,North America,Sports & Outdoors,Consumer,Online,210.8,14,0.05,2803.66,906.02,0.3232,5.0,32.32
ORD-03708,2023-12-19 15:51:09.973994,North America,Electronics,Corporate,Mobile App,231.88,11,0.1,2295.56,1147.24,0.4998,10.0,49.98
ORD-01102,2021-11-18 13:21:05.293058,Europe,Electronics,Consumer,Mobile App,672.86,9,0.0,6055.72,2818.17,0.4654,0.0,46.54
ORD-02747,2023-03-13 23:49:03.228645,North America,Electronics,Corporate,Online,236.86,1,0.2,189.49,77.0,0.4064,20.0,40.64
ORD-02171,2022-09-26 18:24:07.489497,Europe,Sports & Outdoors,Home Office,Online,126.87,10,0.0,1268.7,603.61,0.4758,0.0,47.58
ORD-00323,2021-04-05 01:01:38.659731,North America,Electronics,Consumer,Mobile App,1085.77,12,0.15,11074.82,5775.07,0.5215,15.0,52.15
ORD-04255,2024-05-27 09:59:44.156831,Middle East & Africa,Food & Beverage,Home Office,Online,55.87,11,0.15,522.35,193.94,0.3713,15.0,37.13
ORD-03143,2023-07-07 15:32:26.549309,Asia-Pacific,Clothing,Corporate,Mobile App,169.6,13,0.0,2204.81,693.44,0.3145,0.0,31.45
ORD-03538,2023-10-31 00:15:16.023204,North America,Electronics,Home Office,In-Store,1062.68,6,0.0,6376.08,3056.15,0.4793,0.0,47.93
ORD-04926,2024-12-09 09:18:15.339067,Latin America,Electronics,Home Office,In-Store,842.61,13,0.0,10953.98,3730.67,0.3406,0.0,34.06
ORD-02925,2023-05-04 23:29:27.953590,North America,Electronics,Corporate,Mobile App,729.67,11,0.05,7625.0,2566.57,0.3366,5.0,33.66
ORD-01150,2021-12-02 13:48:09.937987,North America,Clothing,Corporate,Mobile App,70.73,2,0.05,134.39,52.03,0.3872,5.0,38.72
ORD-03618,2023-11-23 09:00:23.764752,Latin America,Home & Garden,Consumer,Online,111.24,12,0.25,1001.19,374.26,0.3738,25.0,37.38
ORD-00292,2021-03-26 23:44:09.409881,Europe,Food & Beverage,Consumer,Online,71.17,9,0.1,576.47,281.38,0.4881,10.0,48.81
ORD-03750,2023-12-31 22:14:51.538307,North America,Food & Beverage,Consumer,Mobile App,80.39,12,0.05,916.5,476.5,0.5199,5.0,51.99
ORD-03587,2023-11-14 07:42:54.514902,Asia-Pacific,Clothing,Corporate,Online,64.97,2,0.2,103.95,34.55,0.3324,20.0,33.24
ORD-00534,2021-06-05 16:00:40.328065,Europe,Home & Garden,Corporate,Online,140.6,6,0.0,843.62,299.2,0.3547,0.0,35.47
ORD-03608,2023-11-20 10:54:45.297059,Latin America,Food & Beverage,Consumer,Mobile App,37.91,1,0.15,32.22,8.44,0.2619,15.0,26.19
ORD-02649,2023-02-13 08:53:46.245249,North America,Electronics,Home Office,Online,693.19,4,0.05,2634.12,901.16,0.3421,5.0,34.21
ORD-04811,2024-11-05 19:13:22.960592,Latin America,Food & Beverage,Consumer,In-Store,61.83,8,0.2,395.7,163.17,0.4124,20.0,41.24
ORD-01984,2022-08-03 03:38:38.143628,North America,Home & Garden,Corporate,Mobile App,242.09,14,0.15,2880.91,976.98,0.3391,15.0,33.91
ORD-02933,2023-05-07 07:33:58.727745,North America,Sports & Outdoors,Corporate,In-Store,51.3,10,0.05,487.34,185.26,0.3801,5.0,38.01
ORD-01537,2022-03-25 14:26:28.637727,Europe,Sports & Outdoors,Home Office,In-Store,229.03,14,0.05,3046.16,1589.67,0.5219,5.0,52.19
ORD-04535,2024-08-17 04:37:41.252250,Latin America,Food & Beverage,Corporate,In-Store,34.42,1,0.15,29.26,9.25,0.3161,15.0,31.61
ORD-04173,2024-05-03 11:13:28.721744,Asia-Pacific,Home & Garden,Home Office,Mobile App,221.86,9,0.15,1697.25,768.32,0.4527,15.0,45.27
ORD-03361,2023-09-09 07:35:25.145029,Latin America,Electronics,Home Office,In-Store,496.55,7,0.0,3475.82,1582.15,0.4552,0.0,45.52
ORD-03666,2023-12-07 09:27:28.409681,Europe,Sports & Outdoors,Consumer,In-Store,87.0,2,0.0,174.01,72.6,0.4172,0.0,41.72
ORD-04006,2024-03-15 16:39:16.311262,Asia-Pacific,Clothing,Corporate,In-Store,95.53,1,0.0,95.53,49.3,0.5161,0.0,51.61
ORD-03627,2023-11-26 00:05:28.385677,North America,Sports & Outdoors,Corporate,Mobile App,163.1,2,0.0,326.2,87.81,0.2692,0.0,26.92
ORD-00587,2021-06-21 03:30:34.206841,Europe,Home & Garden,Home Office,Online,298.51,11,0.15,2791.09,945.72,0.3388,15.0,33.88
ORD-03257,2023-08-09 22:36:45.081016,Europe,Clothing,Home Office,Mobile App,76.9,6,0.0,461.39,137.34,0.2977,0.0,29.77
ORD-02299,2022-11-03 03:36:19.875975,Europe,Sports & Outdoors,Consumer,In-Store,89.96,3,0.0,269.87,111.46,0.413,0.0,41.3
ORD-03989,2024-03-10 17:29:40.916183,Asia-Pacific,Sports & Outdoors,Corporate,In-Store,221.46,2,0.0,442.92,219.3,0.4951,0.0,49.51
ORD-00585,2021-06-20 13:29:26.513302,North America,Clothing,Consumer,Mobile App,134.86,11,0.0,1483.44,722.35,0.4869,0.0,48.69
ORD-02424,2022-12-09 15:46:50.722144,Europe,Electronics,Consumer,Online,605.72,12,0.0,7268.58,3297.14,0.4536,0.0,45.36
ORD-01392,2022-02-11 06:04:40.856171,North America,Home & Garden,Home Office,Online,144.26,4,0.0,577.03,300.59,0.5209,0.0,52.09
ORD-04526,2024-08-14 13:32:36.631326,Europe,Food & Beverage,Corporate,Online,75.03,6,0.25,337.65,165.17,0.4892,25.0,48.92
ORD-04921,2024-12-07 22:15:26.105221,Europe,Electronics,Corporate,Mobile App,1096.16,14,0.05,14578.9,4490.5,0.308,5.0,30.8
ORD-04801,2024-11-02 21:07:44.492898,North America,Electronics,Home Office,Online,291.46,10,0.0,2914.62,1363.26,0.4677,0.0,46.77
ORD-03241,2023-08-05 06:27:43.532706,North America,Electronics,Home Office,Mobile App,1075.33,7,0.2,6021.85,2697.81,0.448,20.0,44.8
ORD-04282,2024-06-04 07:14:58.019603,Asia-Pacific,Clothing,Consumer,In-Store,130.15,7,0.0,911.04,299.37,0.3286,0.0,32.86
ORD-03339,2023-09-02 21:23:00.516103,Latin America,Clothing,Corporate,Online,62.11,10,0.2,496.91,207.51,0.4176,20.0,41.76
ORD-03221,2023-07-30 10:16:26.597319,Europe,Home & Garden,Corporate,Mobile App,281.22,7,0.0,1968.53,882.45,0.4483,0.0,44.83
ORD-02112,2022-09-09 12:50:50.530106,North America,Food & Beverage,Home Office,In-Store,65.59,1,0.0,65.59,29.65,0.4521,0.0,45.21
ORD-01175,2021-12-09 21:02:16.107221,Europe,Home & Garden,Consumer,In-Store,145.48,11,0.1,1440.26,790.38,0.5488,10.0,54.88
ORD-04863,2024-11-20 23:42:42.992598,Asia-Pacific,Clothing,Home Office,Mobile App,86.77,4,0.2,277.68,100.01,0.3602,20.0,36.02
ORD-03812,2024-01-19 00:49:50.038007,Latin America,Clothing,Home Office,Online,169.37,5,0.2,677.48,233.77,0.3451,20.0,34.51
ORD-01868,2022-06-30 06:33:11.918383,North America,Food & Beverage,Corporate,Mobile App,33.63,8,0.0,269.08,75.06,0.279,0.0,27.9
ORD-02615,2023-02-03 10:34:35.455091,Asia-Pacific,Electronics,Home Office,Online,583.6,12,0.0,7003.16,3217.23,0.4594,0.0,45.94
ORD-03867,2024-02-04 02:20:51.610322,Middle East & Africa,Clothing,Corporate,Mobile App,106.06,8,0.15,721.22,356.03,0.4936,15.0,49.36
ORD-04886,2024-11-27 16:55:41.468293,Asia-Pacific,Food & Beverage,Home Office,Online,21.98,3,0.2,52.75,16.2,0.3071,20.0,30.71
ORD-03779,2024-01-09 09:31:13.094618,Middle East & Africa,Electronics,Consumer,In-Store,306.49,7,0.15,1823.64,482.64,0.2647,15.0,26.47
ORD-03847,2024-01-29 06:09:34.674934,Asia-Pacific,Sports & Outdoors,Home Office,Mobile App,165.18,1,0.15,140.4,49.67,0.3538,15.0,35.38
ORD-02417,2022-12-07 14:42:53.794758,Latin America,Food & Beverage,Corporate,Mobile App,82.73,11,0.05,864.58,461.22,0.5335,5.0,53.35
ORD-00071,2021-01-21 10:39:29.273854,Latin America,Sports & Outdoors,Consumer,In-Store,171.59,1,0.0,171.59,45.53,0.2653,0.0,26.53
ORD-04881,2024-11-26 05:52:52.234446,North America,Electronics,Home Office,Mobile App,828.0,12,0.0,9936.01,3734.49,0.3759,0.0,37.59
ORD-01127,2021-11-25 20:35:11.462292,Latin America,Clothing,Corporate,Online,131.62,4,0.0,526.48,230.83,0.4384,0.0,43.84
ORD-04025,2024-03-21 05:49:59.399879,Europe,Electronics,Corporate,Online,506.72,7,0.1,3192.34,1160.79,0.3636,10.0,36.36
ORD-03251,2023-08-08 04:33:22.000400,Asia-Pacific,Food & Beverage,Consumer,Mobile App,19.88,9,0.05,170.0,59.01,0.3471,5.0,34.71
ORD-03902,2024-02-14 07:40:36.247249,Asia-Pacific,Electronics,Home Office,Mobile App,1037.13,9,0.0,9334.19,2426.58,0.26,0.0,26.0
ORD-01096,2021-11-16 19:17:42.212442,North America,Home & Garden,Consumer,In-Store,112.86,11,0.0,1241.5,505.58,0.4072,0.0,40.72
ORD-04546,2024-08-20 09:43:53.566713,North America,Electronics,Consumer,Mobile App,838.81,2,0.05,1593.74,406.58,0.2551,5.0,25.51
ORD-01213,2021-12-20 23:23:42.284456,Latin America,Electronics,Corporate,Mobile App,1072.56,5,0.0,5362.81,2591.16,0.4832,0.0,48.32
ORD-03922,2024-02-20 03:51:53.182636,North America,Food & Beverage,Consumer,In-Store,27.9,12,0.0,334.8,134.29,0.4011,0.0,40.11
ORD-01426,2022-02-21 04:23:51.646329,Europe,Electronics,Home Office,Mobile App,700.65,6,0.15,3573.32,1176.58,0.3293,15.0,32.93
ORD-03067,2023-06-15 10:49:34.194838,Asia-Pacific,Electronics,Corporate,Online,511.46,7,0.0,3580.2,1614.06,0.4508,0.0,45.08
ORD-04520,2024-08-12 19:29:13.550710,Asia-Pacific,Electronics,Home Office,In-Store,543.67,14,0.15,6469.65,2745.99,0.4244,15.0,42.44
ORD-02101,2022-09-06 07:44:38.215643,Latin America,Clothing,Consumer,Online,84.42,8,0.05,641.58,221.21,0.3448,5.0,34.48
ORD-00808,2021-08-24 16:35:14.342868,Asia-Pacific,Electronics,Home Office,Online,1002.77,12,0.0,12033.23,3632.49,0.3019,0.0,30.19
ORD-04744,2024-10-17 05:35:35.227045,Asia-Pacific,Home & Garden,Home Office,Online,235.7,7,0.05,1567.42,418.82,0.2672,5.0,26.72
ORD-03751,2024-01-01 05:15:25.385077,Latin America,Sports & Outdoors,Corporate,Mobile App,105.19,14,0.05,1398.98,448.89,0.3209,5.0,32.09
ORD-01363,2022-02-02 18:48:19.299859,Asia-Pacific,Sports & Outdoors,Home Office,Online,162.56,13,0.05,2007.64,1009.56,0.5029,5.0,50.29
ORD-02318,2022-11-08 16:47:02.964592,North America,Home & Garden,Consumer,In-Store,144.94,4,0.0,579.77,152.88,0.2637,0.0,26.37
ORD-04582,2024-08-30 22:04:12.050410,North America,Electronics,Consumer,Mobile App,721.77,10,0.0,7217.7,3534.28,0.4897,0.0,48.97
ORD-04742,2024-10-16 15:34:27.533506,Europe,Clothing,Consumer,Online,191.41,1,0.15,162.69,74.03,0.455,15.0,45.5
ORD-01026,2021-10-27 08:38:12.938587,Europe,Sports & Outdoors,Corporate,In-Store,156.64,7,0.1,986.84,490.26,0.4968,10.0,49.68
ORD-03110,2023-06-28 00:13:49.605921,Latin America,Food & Beverage,Home Office,In-Store,49.44,3,0.0,148.31,60.0,0.4046,0.0,40.46
ORD-02111,2022-09-09 05:50:16.683336,Asia-Pacific,Sports & Outdoors,Home Office,Mobile App,229.93,9,0.25,1552.05,700.84,0.4516,25.0,45.16
ORD-01042,2021-11-01 00:47:14.486897,North America,Home & Garden,Corporate,Mobile App,287.58,3,0.05,819.61,369.1,0.4503,5.0,45.03
ORD-01877,2022-07-02 21:38:16.539307,Europe,Electronics,Corporate,In-Store,941.97,1,0.0,941.97,335.08,0.3557,0.0,35.57
ORD-00882,2021-09-15 07:16:59.003800,Asia-Pacific,Sports & Outdoors,Consumer,Online,135.54,12,0.0,1626.46,682.28,0.4195,0.0,41.95
ORD-04300,2024-06-09 13:25:07.261452,North America,Electronics,Consumer,Online,809.88,8,0.2,5183.23,1796.24,0.3465,20.0,34.65
ORD-01193,2021-12-15 03:12:25.349069,North America,Electronics,Consumer,In-Store,1099.08,14,0.05,14617.76,3839.19,0.2626,5.0,26.26
ORD-04588,2024-09-01 16:07:35.131026,Europe,Home & Garden,Home Office,In-Store,149.7,7,0.0,1047.9,524.75,0.5008,0.0,50.08
ORD-04511,2024-08-10 04:24:08.929785,North America,Sports & Outdoors,Consumer,In-Store,147.68,8,0.0,1181.46,498.04,0.4215,0.0,42.15
ORD-03671,2023-12-08 20:30:17.643528,Asia-Pacific,Electronics,Consumer,Online,515.09,8,0.1,3708.64,1524.55,0.4111,10.0,41.11
ORD-00625,2021-07-02 05:52:00.384076,Europe,Clothing,Consumer,Online,92.92,14,0.15,1105.76,526.04,0.4757,15.0,47.57
ORD-02797,2023-03-28 14:17:15.567113,Asia-Pacific,Electronics,Corporate,Mobile App,915.56,1,0.0,915.56,409.83,0.4476,0.0,44.76
ORD-04292,2024-06-07 05:20:36.487297,North America,Sports & Outdoors,Corporate,In-Store,166.24,1,0.05,157.93,63.06,0.3993,5.0,39.93
ORD-04969,2024-12-21 22:42:30.750150,Latin America,Clothing,Home Office,In-Store,191.07,3,0.0,573.21,251.84,0.4394,0.0,43.94
ORD-00234,2021-03-10 01:11:26.297259,Asia-Pacific,Electronics,Consumer,In-Store,647.04,13,0.1,7570.39,2079.35,0.2747,10.0,27.47
ORD-04567,2024-08-26 12:55:44.348869,Asia-Pacific,Clothing,Corporate,Mobile App,142.24,1,0.05,135.13,72.94,0.5398,5.0,53.98
ORD-01663,2022-05-01 09:37:33.330666,Latin America,Home & Garden,Home Office,Online,228.19,1,0.15,193.96,77.27,0.3984,15.0,39.84
ORD-00416,2021-05-02 04:54:06.409281,Europe,Sports & Outdoors,Home Office,In-Store,49.12,5,0.2,196.48,107.28,0.546,20.0,54.6
ORD-04247,2024-05-25 01:55:13.382676,North America,Food & Beverage,Home Office,Mobile App,25.56,3,0.0,76.67,27.72,0.3615,0.0,36.15
ORD-02174,2022-09-27 15:25:49.029805,North America,Sports & Outdoors,Home Office,Online,148.55,12,0.0,1782.61,449.67,0.2523,0.0,25.23
ORD-01457,2022-03-02 05:41:20.896179,Europe,Food & Beverage,Home Office,Mobile App,50.84,9,0.0,457.57,231.55,0.506,0.0,50.6
ORD-00747,2021-08-06 21:00:49.689937,North America,Electronics,Home Office,In-Store,750.97,5,0.0,3754.87,1162.67,0.3096,0.0,30.96
ORD-00018,2021-01-05 23:09:35.395079,North America,Clothing,Home Office,Online,115.16,7,0.0,806.12,295.83,0.367,0.0,36.7
ORD-01201,2021-12-17 11:16:56.123224,Asia-Pacific,Home & Garden,Home Office,In-Store,287.12,1,0.05,272.76,73.64,0.27,5.0,27.0
ORD-01700,2022-05-12 04:58:25.661132,North America,Electronics,Corporate,Online,643.6,2,0.1,1158.48,590.67,0.5099,10.0,50.99
ORD-03254,2023-08-09 01:35:03.540708,Europe,Home & Garden,Home Office,Online,236.6,12,0.0,2839.19,1379.13,0.4857,0.0,48.57
ORD-00597,2021-06-24 01:36:12.674534,Europe,Home & Garden,Home Office,Online,155.3,11,0.0,1708.26,772.11,0.452,0.0,45.2
ORD-03227,2023-08-01 04:19:49.677935,Asia-Pacific,Sports & Outdoors,Corporate,In-Store,237.46,8,0.15,1614.71,755.62,0.468,15.0,46.8
ORD-04406,2024-07-10 12:24:55.019003,Latin America,Clothing,Home Office,Mobile App,87.58,14,0.0,1226.09,669.27,0.5459,0.0,54.59
ORD-04720,2024-10-10 05:22:02.904580,North America,Clothing,Corporate,In-Store,75.08,1,0.1,67.57,23.7,0.3507,10.0,35.07
ORD-01506,2022-03-16 13:08:59.387877,North America,Sports & Outdoors,Corporate,Online,128.6,11,0.1,1273.11,602.6,0.4733,10.0,47.33
ORD-01413,2022-02-17 09:16:31.638327,Europe,Clothing,Home Office,Mobile App,141.41,5,0.2,565.66,239.31,0.4231,20.0,42.31
ORD-01966,2022-07-28 21:28:28.901780,North America,Food & Beverage,Corporate,In-Store,43.88,8,0.0,351.08,190.32,0.5421,0.0,54.21
ORD-00372,2021-04-19 08:29:17.151430,North America,Sports & Outdoors,Corporate,In-Store,225.6,2,0.1,406.08,131.31,0.3234,10.0,32.34
ORD-01341,2022-01-27 08:35:54.670934,Asia-Pacific,Sports & Outdoors,Corporate,Online,68.19,7,0.15,405.75,127.46,0.3141,15.0,31.41
ORD-00599,2021-06-24 15:37:20.368073,Latin America,Food & Beverage,Corporate,Mobile App,37.25,13,0.05,459.99,127.12,0.2764,5.0,27.64
ORD-00239,2021-03-11 12:14:15.531106,North America,Sports & Outdoors,Consumer,In-Store,212.26,12,0.05,2419.78,923.15,0.3815,5.0,38.15
ORD-03401,2023-09-20 23:57:59.015803,Europe,Home & Garden,Corporate,Mobile App,67.05,11,0.0,737.53,393.38,0.5334,0.0,53.34
ORD-02068,2022-08-27 16:26:01.272254,North America,Electronics,Home Office,Online,817.94,13,0.05,10101.51,4488.13,0.4443,5.0,44.43
ORD-00811,2021-08-25 13:36:55.883176,North America,Food & Beverage,Corporate,Mobile App,28.18,12,0.15,287.48,100.55,0.3498,15.0,34.98
ORD-01095,2021-11-16 12:17:08.365673,North America,Electronics,Home Office,Mobile App,550.4,1,0.05,522.88,217.06,0.4151,5.0,41.51
ORD-04325,2024-06-16 20:39:13.430686,Middle East & Africa,Home & Garden,Corporate,Mobile App,251.29,1,0.0,251.29,80.52,0.3204,0.0,32.04
ORD-04761,2024-10-22 04:45:10.622124,Asia-Pacific,Home & Garden,Consumer,In-Store,196.15,10,0.15,1667.25,653.95,0.3922,15.0,39.22
ORD-03677,2023-12-10 14:33:40.724144,North America,Food & Beverage,Corporate,In-Store,66.87,5,0.05,317.63,149.7,0.4713,5.0,47.13
ORD-03465,2023-10-09 16:34:05.209041,Europe,Home & Garden,Corporate,Online,180.34,5,0.05,856.6,401.51,0.4687,5.0,46.87
ORD-03104,2023-06-26 06:10:26.525305,Europe,Sports & Outdoors,Corporate,Online,72.67,2,0.1,130.81,69.1,0.5282,10.0,52.82
ORD-02750,2023-03-14 20:50:44.768953,Asia-Pacific,Home & Garden,Consumer,In-Store,169.81,3,0.1,458.48,252.02,0.5497,10.0,54.97
ORD-02296,2022-11-02 06:34:38.335667,North America,Sports & Outdoors,Consumer,Mobile App,76.51,6,0.0,459.03,163.07,0.3552,0.0,35.52
ORD-04193,2024-05-09 07:24:45.657131,Asia-Pacific,Electronics,Corporate,Mobile App,617.56,4,0.1,2223.22,961.4,0.4324,10.0,43.24
ORD-03709,2023-12-19 22:51:43.820764,Latin America,Home & Garden,Corporate,In-Store,78.8,9,0.05,673.72,283.26,0.4204,5.0,42.04
ORD-03019,2023-06-01 10:22:29.549909,Europe,Electronics,Consumer,Mobile App,960.85,2,0.0,1921.7,718.8,0.374,0.0,37.4
ORD-04253,2024-05-26 19:58:36.463292,Asia-Pacific,Sports & Outdoors,Corporate,In-Store,94.23,3,0.05,268.55,94.35,0.3513,5.0,35.13
ORD-00804,2021-08-23 12:32:58.955791,North America,Electronics,Consumer,Mobile App,570.09,3,0.1,1539.25,690.93,0.4489,10.0,44.89
ORD-04191,2024-05-08 17:23:37.963592,North America,Home & Garden,Home Office,In-Store,96.65,14,0.0,1353.06,652.0,0.4819,0.0,48.19
ORD-03706,2023-12-19 01:50:02.280456,Europe,Food & Beverage,Corporate,Mobile App,67.72,4,0.0,270.89,128.7,0.4751,0.0,47.51
ORD-00752,2021-08-08 08:03:38.923784,North America,Clothing,Home Office,Online,42.13,13,0.0,547.74,265.72,0.4851,0.0,48.51
ORD-04645,2024-09-18 07:39:44.396879,Europe,Sports & Outdoors,Consumer,Online,158.27,12,0.05,1804.24,713.62,0.3955,5.0,39.55
